"Lat","Lon","Area_ha","S","N","min_DBH_cm","Tree_def","Notes","Numerical_ID","Plot_ID","Dataset","Ref_short","Ref_long","TREE_DENS","GPP","ET","ANN_T","WARM_T","ISO_T","MIN_P","P_SEAS","ALT_DIF","ISLAND","HABITAT","REALM","REALM_PK"
-14.84,-66.34,1,53,522,10,"trees and palms",NA,296,"EBB-03","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",34049,12840,7530.83349609375,25.2,26.7,63,177,54,12,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic"
-14.76,-66.34,1,34,467,10,"trees and palms",NA,297,"EBB-05","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",71826,33225,13659.5,25.2,26.6,64,174,54,16,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic"
-14.86,-66.32,1,57,588,10,"trees and palms",NA,298,"EBB-07","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",32684,18493,7987.58349609375,25.2,26.7,64,178,54,11,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic"
-14.85,-66.34,1,54,398,10,"trees and palms",NA,299,"EBB-08","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",35883,18238,7624.75,25.2,26.7,64,177,54,13,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic"
-14.73,-66.32,1,36,562,10,"trees and palms",NA,300,"EBB-09","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",66705,32889,13341.4169921875,25.2,26.6,64,172,54,18,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic"
-14.89,-66.59,1,43,674,10,"trees and palms",NA,301,"EBB-10","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",45666,34157,14777.75,25.2,26.5,63,180,53,23,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-14.85,-66.36,1,16,602,10,"trees and palms",NA,302,"EBB-11","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",19780,17352,3020.16674804688,25.2,26.7,64,178,54,8,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic"
-14.64,-66.06,1,32,504,10,"trees and palms",NA,303,"EBB-12","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",41464,33053,13028.1669921875,25.1,26.6,65,164,56,17,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-14.74,-66.27,1,38,448,10,"trees and palms",NA,304,"EBB-13","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",60023,33644,13746.5,25.2,26.6,64,172,55,22,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic"
-14.74,-66.56,1,46,488,10,"trees and palms",NA,305,"EBB-14","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",42228,34158,14578.25,25.3,26.7,65,180,53,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
6.11,-61.41,0.25,46,163,10,"trees and palms",NA,306,"ELD-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",42517,28577,12836,26.4,26.8,85,397,37,109,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
6.11,-61.41,0.25,36,156,10,"trees and palms",NA,307,"ELD-02","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",42517,28577,12836,26.4,26.8,85,397,37,109,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
6.09,-61.4,0.25,64,248,10,"trees and palms",NA,308,"ELD-03","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",44674,28017,12471.8330078125,24.8,25.2,84,283,39,179,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
6.09,-61.35,0.25,59,252,10,"trees and palms",NA,309,"ELD-04","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",46175,28869,13017.6669921875,24.9,25.3,84,290,38,95,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
8.01,-70.55,1,24,278,10,"trees and palms",NA,310,"EMC-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",31653,12890,8047,27.7,28.1,75,50,66,23,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic"
8.01,-70.55,1,23,245,10,"trees and palms",NA,311,"EMC-02","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",31653,12890,8047,27.7,28.1,75,50,66,23,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic"
8.01,-70.55,1,23,452,10,"trees and palms",NA,312,"EMC-03","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",31653,12890,8047,27.7,28.1,75,50,66,23,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic"
-14.63,-60.7,0.1,37,65,10,"trees and palms",NA,313,"ENT-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",97403,24978,13521.4169921875,22.3,23.4,70,66,67,329,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic"
-10.07,-67.62,1,163,657,10,"trees and palms",NA,314,"FEC-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",38882,26561,13373.6669921875,25.9,26.6,74,118,56,48,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.81,-51.85,1,85,684,10,"trees and palms",NA,315,"FLO-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",33453,24200,12209.75,25.5,26.2,71,16,79,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.76,-51.88,1,63,562,10,"trees and palms",NA,316,"FLO-02","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",30260,24631,12650.3330078125,25.6,26.4,71,16,78,37,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
5.17,-58.69,1,58,494,10,"trees and palms",NA,317,"FMH-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",49580,24024,11685.25,26.5,27.2,79,360,41,48,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
5.17,-58.69,1,47,421,10,"trees and palms",NA,318,"FMH-02","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",49580,24024,11685.25,26.5,27.2,79,360,41,48,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
5.18,-58.7,1,57,661,10,"trees and palms",NA,319,"FMH-03","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",53017,24048,11656.0830078125,26.4,27.1,80,363,41,34,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-13.57,-61.02,1,25,387,10,"trees and palms",NA,320,"FOB-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",25092,26495,14059.4169921875,23.8,24.6,71,61,71,29,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
1.7,-66.98,0.1,36,70,10,"trees and palms",NA,321,"GAB-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",36385,23815,10926.6669921875,26.3,26.7,91,623,24,31,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
5.8,-67.33,0.1,50,115,10,"trees and palms",NA,322,"GAL-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",78287,25926,9636.1669921875,27.7,29.2,74,131,66,125,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic"
-1.11,-47.8,1,149,544,10,"trees and palms",NA,323,"GMT-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",44378,23029,12256.4169921875,26.6,27.1,84,147,69,37,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.83,-68.83,0.1,40,65,10,"trees and palms",NA,324,"HEA-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",40590,33186,13069,25.5,26.5,72,189,54,32,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
8.5,-69,1,26,417,10,"trees and palms",NA,325,"HSP-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",23506,16836,16074.25,27.6,28.6,69,28,78,23,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic"
-8.83,-75,0.1,36,75,10,"trees and palms",NA,326,"HUM-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",36969,34833,14596.5830078125,26.1,26.5,81,321,37,34,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
7.44,-61.17,1,68,526,10,"trees and palms",NA,327,"IMA-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",45597,27860,11987.0830078125,26,26.7,81,221,38,28,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
7.45,-61.17,1,59,490,10,"trees and palms",NA,328,"IMA-02","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",43434,28189,12134.3330078125,26,26.7,81,221,38,38,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-3.52,-72.85,1,171,591,10,"trees and palms",NA,329,"IND-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",45768,26043,12072.75,26.3,26.8,84,533,20,37,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-3.51,-73.06,0.1,56,89,10,"trees and palms",NA,330,"IND-10","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",19092,16444,7716.33349609375,26.4,26.9,85,558,17,32,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.73,-69.7,1.3,173,912,10,"trees and palms",NA,331,"INF-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",45099,34284,14204.1669921875,25.2,26.1,73,317,48,17,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
13.35,-81.36,0.1,22,91,10,"trees and palms",NA,332,"IPR-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",NA,32941,13177.25,NA,NA,NA,NA,NA,233,1,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
9.92,-75.81,1,19,628,10,"trees and palms",NA,333,"ISR-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
1.92,-67.03,0.1,50,84,10,"trees and palms",NA,334,"IVC-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",21630,23924,10735.8330078125,26.2,26.6,92,636,23,29,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
1.92,-67.03,0.1,22,100,10,"trees and palms",NA,335,"IVC-02","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",21630,23924,10735.8330078125,26.2,26.6,92,636,23,29,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
1.92,-67.03,0.1,30,81,10,"trees and palms",NA,336,"IVC-03","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",21630,23924,10735.8330078125,26.2,26.6,92,636,23,29,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
4.53,-58.78,1,72,580,10,"trees and palms",NA,337,"IWO-03","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",46960,23212,11685.6669921875,26.8,27.6,80,252,53,27,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
4.61,-58.73,1,53,695,10,"trees and palms",NA,338,"IWO-09","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",48109,24002,11552.1669921875,26.7,27.5,79,269,51,37,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
4.62,-58.72,1,64,454,10,"trees and palms",NA,339,"IWO-11","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",49048,24281,11671.6669921875,26.8,27.6,79,268,51,30,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
4.73,-58.72,1,83,471,10,"trees and palms",NA,340,"IWO-12","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",49129,24151,11733.3330078125,26.8,27.6,79,284,49,57,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
4.63,-58.74,1,43,626,10,"trees and palms",NA,341,"IWO-21","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",46925,23560,11497.0830078125,26.7,27.5,79,270,51,27,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
4.62,-58.72,1,70,471,10,"trees and palms",NA,342,"IWO-22","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",49048,24281,11671.6669921875,26.8,27.6,79,268,51,30,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-2.61,-60.21,5,194,3565,10,"trees and palms",NA,343,"JAC-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",47580,24519,11976.8330078125,27,27.6,82,320,36,55,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-2.62,-60.2,5,205,3440,10,"trees and palms",NA,344,"JAC-02","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",48563,23886,11861.5,27.1,27.8,82,319,35,65,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-4.67,-66.17,4,431,3118,10,"trees and palms",NA,345,"JAM-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",49143,27538,11718.3330078125,26.2,26.5,82,338,37,32,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-1.07,-77.62,1,274,1162,10,"trees and palms",NA,346,"JAS-02","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",42180,30207,12342.8330078125,23.8,24.2,88,682,23,79,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-1.08,-77.61,1,267,909,10,"trees and palms",NA,347,"JAS-03","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",29878,29953,12403.75,23.8,24.2,88,678,23,46,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-1.07,-77.61,1,231,996,10,"trees and palms",NA,348,"JAS-04","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",32643,30197,12291.5,23.8,24.2,89,681,23,55,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-1.06,-77.62,1,193,703,10,"trees and palms",NA,349,"JAS-05","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",23638,30031,12277.25,23.9,24.3,89,688,22,59,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-1.06,-77.6,0.1,59,76,10,"trees and palms",NA,350,"JAS-10","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",33872,30220,12477.5830078125,24,24.4,88,677,22,36,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-1.1,-79.63,0.1,30,64,10,"trees and palms",NA,351,"JAU-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",0,14232,NA,25.4,26.2,81,24,109,29,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-1.14,-47.7,1,144,528,10,"trees and palms",NA,352,"JBU-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",19578,23897,12308.25,26.5,27,84,131,70,29,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-4.91,-73.75,0.1,52,71,10,"trees and palms",NA,353,"JEN-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",41675,29191,13247,26.9,27.2,83,457,20,18,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-4.88,-73.63,1,254,680,10,"trees and palms",NA,354,"JEN-11","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",43429,28595,12637,26.7,27,82,457,21,17,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-4.9,-73.63,1,134,798,10,"trees and palms",NA,355,"JEN-12","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",42699,28547,12892.0830078125,26.8,27.1,82,459,21,21,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-4.92,-73.54,1,192,680,10,"trees and palms",NA,356,"JEN-13","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",41371,27391,12129.9169921875,26.7,27.1,82,458,22,37,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-4.84,-73.83,0.5,32,202,10,"trees and palms",NA,357,"JEN-14","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",43316,28714,12639.4169921875,26.8,27.1,82,449,20,19,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-4.84,-73.65,0.5,69,283,10,"trees and palms",NA,358,"JEN-15","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",42251,27842,12591,26.7,27.1,83,451,22,21,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-10.48,-58.47,0.93,39,472,10,"trees and palms",NA,359,"JFR-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",36319,25780,13551.9169921875,24.7,25.3,68,31,75,29,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-10.55,-58.49,0.525,31,241,10,"trees and palms",NA,360,"JFR-02","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",36182,25370,13298.75,24.7,25.3,69,29,75,31,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-10.48,-58.52,1.025,45,573,10,"trees and palms",NA,361,"JFR-03","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",35453,25720,13566.1669921875,24.8,25.4,67,31,75,35,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-10.48,-58.48,1,40,569,10,"trees and palms",NA,362,"JFR-04","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",35703,25760,13545.3330078125,24.7,25.3,68,32,74,39,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-10.48,-58.48,1,38,555,10,"trees and palms",NA,363,"JFR-05","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",35703,25760,13545.3330078125,24.7,25.3,68,32,74,39,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-10.47,-58.49,1,37,507,10,"trees and palms",NA,364,"JFR-06","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",35361,25498,13356.8330078125,24.8,25.4,68,32,75,40,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-10.48,-58.5,1.025,36,476,10,"trees and palms",NA,365,"JFR-07","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",35934,25866,13501.6669921875,24.9,25.5,68,32,75,53,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-10.47,-58.5,1,34,505,10,"trees and palms",NA,366,"JFR-08","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",36938,25706,13628.9169921875,24.9,25.5,68,32,75,33,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-10.47,-58.51,0.975,32,604,10,"trees and palms",NA,367,"JFR-09","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",37194,25678,13577.1669921875,24.8,25.4,67,31,75,40,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-0.89,-52.19,1,133,666,10,"trees and palms",NA,368,"JRI-01","CoelhodeSouza_Amazon","Coelho de Souza et al. 2016","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.",46586,22223,10891.25,26.8,27.5,82,210,51,99,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
